point,brazilian_stocks,fiis,international_equity,fixed_income,crypto,total_return,annualized_return,annualized_volatility,max_drawdown,calmar,hhi,feasible
2419,0.31,0.1,0.3,0.16,0.13,0.9111975635158611,0.24092958553770982,0.12741219451183158,-0.09832657499275155,2.4502997847272794,0.2386,True
2420,0.36,0.11,0.2,0.2,0.13,0.8911802636028889,0.23658298898037344,0.12472561269212258,-0.08321144144972958,2.8431545573369257,0.2386,True
2421,0.32,0.08,0.25,0.23,0.12,0.8827464652532633,0.23474247125042913,0.1193577511120792,-0.0849186450930669,2.764321910614121,0.2386,True
2422,0.32,0.08,0.23,0.25,0.12,0.8746350111646424,0.23296710589342573,0.11753512693939491,-0.080677800592312,2.8876234129221636,0.2386,True
2423,0.3,0.08,0.26,0.25,0.11,0.8586783506357527,0.2294596444728043,0.11370633639119397,-0.08259483723262362,2.778135439949405,0.2386,True
2424,0.3,0.08,0.25,0.26,0.11,0.8546302580462659,0.22856663567376256,0.11273954036493636,-0.08037717992347548,2.8436757285012173,0.2386,True
2425,0.3,0.09,0.24,0.27,0.1,0.8287217873788593,0.22282022790561862,0.10786016825775749,-0.07422820371590211,3.0018270246499745,0.2386,True
2426,0.3,0.1,0.24,0.27,0.09,0.8067677141187422,0.2179082540470354,0.10406103358881232,-0.07024975692461644,3.1019075878208127,0.2386,True
2427,0.32,0.08,0.28,0.17,0.15,0.9507613982611616,0.24943207933598632,0.13479853521783886,-0.10183303127513932,2.449422119842961,0.23860000000000003,True
2428,0.28,0.08,0.32,0.17,0.15,0.9476127610313738,0.2487596531342,0.13445094718223005,-0.11013466488421098,2.2586862491998416,0.23860000000000003,True
2429,0.27,0.13,0.2,0.32,0.08,0.7497091033037306,0.20495310028026337,0.09269751916261619,-0.05695848025433503,3.598289479724394,0.23860000000000003,True
2430,0.36,0.11,0.19,0.21,0.13,0.8871074559876522,0.23569486015256902,0.12393039771149648,-0.08192533678525016,2.876947100875434,0.23879999999999998,True
2431,0.32,0.13,0.29,0.1,0.16,0.9582578193704689,0.25103011550939813,0.14075104121514007,-0.10615227602526023,2.3648114285336894,0.239,True
2432,0.3,0.08,0.24,0.27,0.11,0.8505805843974368,0.22767197679084705,0.11178937292663786,-0.07815318967981089,2.913150157064683,0.239,True
2433,0.37,0.13,0.2,0.14,0.16,0.9460962459234752,0.24843552597171725,0.138816441081817,-0.09385812885397793,2.646926046844881,0.23900000000000002,True
2434,0.37,0.14,0.2,0.13,0.16,0.9431612498028703,0.24780774595794686,0.13896871581237005,-0.09369959211931922,2.6447046390808486,0.23900000000000002,True
2435,0.31,0.09,0.3,0.15,0.15,0.951039041243295,0.24949133832871295,0.13573964007973835,-0.10539534813899143,2.3671949733463866,0.2392,True
