run_id,seed,tickers,fitness,hhi,score_median,score_mean,score_std,sectors,generations_run,converged_early
84,126,"['ALUP11', 'BBDC3', 'BRAV3', 'CXSE3', 'GOAU4', 'KLBN11', 'MGLU3', 'ODPV3', 'POMO3', 'PORT3', 'SMTO3']",3.7827614585013567,0.14049586776859505,0.07502221500685159,0.17585620498751636,0.256091312246433,"{'Financeiro e Outros': 2, 'Bens Industriais': 2, 'Materiais Básicos': 2, 'Saúde': 1, 'Utilidade Pública': 1, 'Consumo não Cíclico': 1, 'Consumo Cíclico': 1, 'Petróleo, Gás e Biocombustíveis': 1}",75,True
85,127,"['ABCB4', 'BBAS3', 'FLRY3', 'INTB3', 'JHSF3', 'KLBN4', 'LOGN3', 'MBRF3', 'POMO4', 'RDOR3', 'TIMS3']",3.7580111019000144,0.14049586776859505,0.23044385819983199,0.18882607749894645,0.17571510352585593,"{'Bens Industriais': 2, 'Financeiro e Outros': 2, 'Saúde': 2, 'Consumo Cíclico': 1, 'Consumo não Cíclico': 1, 'Materiais Básicos': 1, 'Tecnologia da Informação': 1, 'Comunicações': 1}",96,True
86,128,"['ITSA3', 'ITSA4', 'MRVE3', 'NATU3', 'POMO3', 'POMO4', 'RECV3', 'SAPR4', 'SOMA3', 'STBP3', 'YDUQ3']",3.6130767481680293,0.20661157024793386,0.44782131749840276,0.33165162634147005,0.25089482150688946,"{'Bens Industriais': 3, 'Consumo Cíclico': 3, 'Financeiro e Outros': 2, 'Petróleo, Gás e Biocombustíveis': 1, 'Utilidade Pública': 1, 'Consumo não Cíclico': 1}",51,True
87,129,"['AESB3', 'AZZA3', 'BBDC3', 'BRKM5', 'CBAV3', 'CYRE3', 'FRAS3', 'SAPR11', 'STBP3', 'TAEE4', 'VIVA3']",3.9565904931794975,0.22314049586776857,0.22604907831011029,0.27106481581508707,0.23181043177935554,"{'Utilidade Pública': 3, 'Consumo Cíclico': 3, 'Bens Industriais': 2, 'Materiais Básicos': 2, 'Financeiro e Outros': 1}",71,True
88,130,"['ALOS3', 'BBDC3', 'BBDC4', 'BRSR6', 'DASA3', 'ITSA3', 'MDIA3', 'PORT3', 'TIMS3', 'VIVT3', 'WEGE3']",3.6128469917403327,0.28925619834710736,0.13467335578166573,0.21302447353192638,0.2775395953244198,"{'Financeiro e Outros': 5, 'Bens Industriais': 2, 'Comunicações': 2, 'Consumo não Cíclico': 1, 'Saúde': 1}",165,True
89,131,"['ALPA4', 'BBAS3', 'BBDC3', 'CMIG3', 'CPLE6', 'CURY3', 'ECOR3', 'LAVV3', 'SAPR4', 'SOMA3', 'TAEE11']",3.8055787986435425,0.30578512396694213,0.17084342827373827,0.17350877732236558,0.32596082989223085,"{'Utilidade Pública': 4, 'Consumo Cíclico': 4, 'Financeiro e Outros': 2, 'Bens Industriais': 1}",51,True
90,132,"['AZZA3', 'CMIG4', 'GGBR4', 'KLBN3', 'MBRF3', 'MOVI3', 'RDOR3', 'TAEE11', 'UNIP3', 'USIM5', 'WEGE3']",4.045150448514739,0.2231404958677686,0.20708140063616245,0.2105246924032293,0.1837116510162524,"{'Materiais Básicos': 4, 'Utilidade Pública': 2, 'Consumo Cíclico': 2, 'Saúde': 1, 'Bens Industriais': 1, 'Consumo não Cíclico': 1}",127,True
91,133,"['ASAI3', 'BBDC3', 'CURY3', 'KLBN11', 'KLBN4', 'MOTV3', 'RADL3', 'SBSP3', 'SULA11', 'TIMS3', 'UNIP6']",3.5859527627727044,0.15702479338842973,0.018082437458668076,0.11232979160947854,0.26937415227156886,"{'Materiais Básicos': 3, 'Financeiro e Outros': 2, 'Consumo Cíclico': 1, 'Saúde': 1, 'Comunicações': 1, 'Bens Industriais': 1, 'Consumo não Cíclico': 1, 'Utilidade Pública': 1}",117,True
92,134,"['ASAI3', 'BBAS3', 'BRFS3', 'CYRE3', 'ENGI11', 'GGBR4', 'GMAT3', 'PETR4', 'UNIP6', 'VAMO3', 'VIVA3']",3.9405719433846342,0.17355371900826444,0.25800528890421914,0.23451324000278836,0.2034798430362721,"{'Consumo não Cíclico': 3, 'Materiais Básicos': 2, 'Consumo Cíclico': 2, 'Financeiro e Outros': 1, 'Utilidade Pública': 1, 'Petróleo, Gás e Biocombustíveis': 1, 'Bens Industriais': 1}",52,True
93,135,"['ABEV3', 'BRKM5', 'EZTC3', 'FRAS3', 'ISAE4', 'MOTV3', 'POMO4', 'SMTO3', 'SUZB3', 'UNIP3', 'VIVA3']",3.8232323151058547,0.22314049586776857,0.22298416137724908,0.2610239011544877,0.2698845463061498,"{'Materiais Básicos': 3, 'Bens Industriais': 3, 'Consumo Cíclico': 2, 'Consumo não Cíclico': 2, 'Utilidade Pública': 1}",90,True
94,136,"['AZZA3', 'BBDC4', 'CBAV3', 'COGN3', 'DASA3', 'FRAS3', 'GMAT3', 'POMO4', 'SANB11', 'SIMH3', 'VBBR3']",3.996421463048006,0.17355371900826444,0.04616589631420386,0.12063151022973956,0.2967486219824689,"{'Financeiro e Outros': 3, 'Bens Industriais': 2, 'Consumo Cíclico': 2, 'Consumo não Cíclico': 1, 'Petróleo, Gás e Biocombustíveis': 1, 'Materiais Básicos': 1, 'Saúde': 1}",68,True
