date,value
2019-09-11,6051.87011719
2019-09-12,6070.22998047
2019-09-13,6067.5
2019-09-16,6048.66992188
2019-09-17,6064.31005859
2019-09-18,6066.41992188
2019-09-19,6066.89990234
2019-09-20,6037.5
2019-09-23,6036.89990234
2019-09-24,5986.58007812
2019-09-25,6023.45996094
2019-09-26,6009.18994141
2019-09-27,5978.10986328
2019-09-30,6008.58984375
2019-10-01,5935.20019531
2019-10-02,5828.93017578
2019-10-03,5876.85986328
2019-10-04,5960.43017578
2019-10-07,5933.75976562
2019-10-08,5841.56982422
2019-10-09,5896.60009766
2019-10-10,5934.56005859
2019-10-11,6000.04003906
2019-10-14,5991.72021484
2019-10-15,6051.39013672
2019-10-16,6039.68994141
2019-10-17,6056.83984375
2019-10-18,6033.25976562
2019-10-21,6074.89990234
2019-10-22,6053.41992188
2019-10-23,6070.87011719
2019-10-24,6082.54003906
2019-10-25,6107.41992188
2019-10-28,6141.50976562
2019-10-29,6136.47021484
2019-10-30,6156.93017578
2019-10-31,6138.72998047
2019-11-01,6198.58984375
2019-11-04,6221.62988281
2019-11-05,6214.27978516
2019-11-06,6219.10009766
2019-11-07,6238.99023438
2019-11-08,6256.10986328
2019-11-11,6243.81005859
2019-11-12,6253.91015625
2019-11-13,6258.58007812
2019-11-14,6265.41992188
2019-11-15,6314.74023438
2019-11-18,6318.02001953
2019-11-19,6314.66015625
2019-11-20,6292.16992188
2019-11-21,6282.58984375
2019-11-22,6296.33984375
2019-11-25,6344.35986328
2019-11-26,6358.45996094
2019-11-27,6385.75976562
2019-11-29,6361.56005859
2019-12-02,6306.87988281
2019-12-03,6265.22021484
2019-12-04,6305.49023438
2019-12-05,6316.68994141
2019-12-06,6374.70019531
2019-12-09,6355.06982422
2019-12-10,6348.31005859
2019-12-11,6366.83984375
2019-12-12,6422.35009766
2019-12-13,6423.93017578
2019-12-16,6470.02978516
2019-12-17,6472.24023438
2019-12-18,6470
2019-12-19,6499.25976562
2019-12-20,6531.75
2019-12-23,6537.39990234
2019-12-24,6536.58007812
2019-12-26,6570.70996094
2019-12-27,6571.02978516
2019-12-30,6533.91015625
2019-12-31,6553.56982422
2020-01-02,6609.29003906
2020-01-03,6563.31982422
2020-01-06,6586.54003906
2020-01-07,6568.74023438
2020-01-08,6601.14990234
2020-01-09,6646.83984375
2020-01-10,6627.87011719
2020-01-13,6674.12988281
2020-01-14,6664.66015625
2020-01-15,6677.25
2020-01-16,6733.35009766
2020-01-17,6759.50976562
2020-01-21,6741.70996094
2020-01-22,6743.89990234
2020-01-23,6752.08984375
2020-01-24,6691.22021484
2020-01-27,6585.95019531
2020-01-28,6652.29980469
2020-01-29,6646.68994141
2020-01-30,6668.52001953
2020-01-31,6551
2020-02-03,6598.62988281
2020-02-04,6697.49023438
2020-02-05,6772.97998047
2020-02-06,6796.64013672
2020-02-07,6761.25976562
2020-02-10,6811.83007812
2020-02-11,6823.58984375
2020-02-12,6867.91992188
2020-02-13,6858.91992188
2020-02-14,6872.68017578
2020-02-18,6853.04003906
2020-02-19,6886.47021484
2020-02-20,6860.52001953
2020-02-21,6788.60009766
2020-02-24,6561.93994141
2020-02-25,6363.37011719
2020-02-26,6339.37988281
2020-02-27,6060.66992188
2020-02-28,6011.72998047
2020-03-02,6288.64013672
2020-03-03,6112.06982422
2020-03-04,6370.35009766
2020-03-05,6155.58007812
2020-03-06,6050.79980469
2020-03-09,5591.74023438
2020-03-10,5868.10986328
2020-03-11,5581.75976562
2020-03-12,5051.97021484
2020-03-13,5522.85009766
2020-03-16,4861.22021484
2020-03-17,5152.83007812
2020-03-18,4885.77978516
2020-03-19,4909.12988281
2020-03-20,4697.08984375
2020-03-23,4559.5
2020-03-24,4987.79980469
2020-03-25,5045.35009766
2020-03-26,5360.49023438
2020-03-27,5179.91992188
2020-03-30,5354.39013672
2020-03-31,5269.20019531
2020-04-01,5036.64013672
2020-04-02,5152.47021484
2020-04-03,5075.16015625
2020-04-06,5432.16992188
2020-04-07,5423.52001953
2020-04-08,5609.54980469
2020-04-09,5691.54003906
2020-04-13,5634.14990234
2020-04-14,5807.10009766
2020-04-15,5679.52978516
2020-04-16,5712.60009766
2020-04-17,5865.89990234
2020-04-20,5761
2020-04-21,5584.43994141
2020-04-22,5712.64990234
2020-04-23,5710.04003906
2020-04-24,5789.64990234
2020-04-27,5874.93994141
2020-04-28,5844.18017578
2020-04-29,5999.74023438
2020-04-30,5944.68017578
2020-05-01,5778.52978516
2020-05-04,5803.12011719
2020-05-05,5855.58007812
2020-05-06,5815.16992188
2020-05-07,5884.14013672
2020-05-08,5984.54980469
2020-05-11,5985.66015625
2020-05-12,5863.68017578
2020-05-13,5761.70019531
2020-05-14,5829.33007812
2020-05-15,5852.83984375
2020-05-18,6037.89990234
2020-05-19,5975.14990234
2020-05-20,6075.75976562
2020-05-21,6028.93017578
2020-05-22,6044.16015625
2020-05-26,6118.54003906
2020-05-27,6209.37988281
2020-05-28,6197.02001953
2020-05-29,6227.81005859
2020-06-01,6251.47998047
2020-06-02,6303
2020-06-03,6389.66992188
2020-06-04,6369.54003906
2020-06-05,6536.58007812
2020-06-08,6615.39990234
2020-06-09,6564.27001953
2020-06-10,6529.41992188
2020-06-11,6145.29980469
2020-06-12,6227.41992188
2020-06-15,6279.39990234
2020-06-16,6398.58007812
2020-06-17,6375.54003906
2020-06-18,6379.56005859
2020-06-19,6344.70019531
2020-06-22,6385.91015625
2020-06-23,6413.43994141
2020-06-24,6247.66015625
2020-06-25,6316.45019531
2020-06-26,6163.5
2020-06-29,6254.77978516
2020-06-30,6351.66992188
2020-07-01,6383.75976562
2020-07-02,6414.16015625
2020-07-06,6516.04980469
2020-07-07,6445.58984375
2020-07-08,6496.14013672
2020-07-09,6461.31005859
2020-07-10,6528.95996094
2020-07-13,6467.83984375
2020-07-14,6555.39990234
2020-07-15,6615.06982422
2020-07-16,6592.75
2020-07-17,6611.85986328
2020-07-20,6667.45019531
